Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-09-07,1,2025090705017259,NTC,Sani Securities Company Ltd.,Aryatara Investment & Securities,20,825.0,16500.0,2025-09-07T14:59:59.985658
2025-09-07,2,2025090701019990,SARBTM,Sani Securities Company Ltd.,Nepal Investment And Securities Trading Private Limited,80,920.0,73600.0,2025-09-07T14:59:59.982282
2025-09-07,3,2025090701019989,SARBTM,Sani Securities Company Ltd.,Sweta Securities Private Limited,90,919.9,82791.0,2025-09-07T14:59:59.98226
2025-09-07,4,2025090701019988,SARBTM,Sani Securities Company Ltd.,Agrawal Securities (PVT) Ltd.,60,919.9,55194.0,2025-09-07T14:59:59.982235
2025-09-07,5,2025090701019987,SARBTM,Sani Securities Company Ltd.,Nagarik Stock Dealer ,60,919.8,55188.0,2025-09-07T14:59:59.982153
2025-09-07,6,2025090701019986,SARBTM,Sani Securities Company Ltd.,Nepal Investment And Securities Trading Private Limited,10,912.0,9120.0,2025-09-07T14:59:59.982013
2025-09-07,7,2025090701019985,HBL,Thrive Brokerage House Pvt. Ltd,Sani Securities Company Ltd.,10,202.3,2023.0,2025-09-07T14:59:59.97453
2025-09-07,8,2025090703007277,SFCL,Naasa Securities Co. Ltd.,Thrive Brokerage House Pvt. Ltd,200,437.0,87400.0,2025-09-07T14:59:59.961624
2025-09-07,9,2025090701019984,SAMAJ,Sri Hari Securities Pvt. Ltd.,SUN SECURITIES PVT LTD,25,2780.5,69512.5,2025-09-07T14:59:59.946721
2025-09-07,10,2025090705017258,NRIC,Sagarmatha Securities Private Limited,Imperial Securities Company Pvt. Ltd.,300,1670.0,501000.0,2025-09-07T14:59:59.675504
2025-09-07,11,2025090704013561,UNHPL,Sri Hari Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,23,450.0,10350.0,2025-09-07T14:59:59.664571
2025-09-07,12,2025090703007276,ALBSL,Imperial Securities Company Pvt. Ltd.,Dynamic Money Managers Securities Pvt. Ltd.,90,1035.2,93168.0,2025-09-07T14:59:59.663592
2025-09-07,13,2025090703007275,ALBSL,Infinity Securities Limited,Dynamic Money Managers Securities Pvt. Ltd.,10,1035.3,10353.0,2025-09-07T14:59:59.663467
2025-09-07,14,2025090703007274,SJLIC,Dynamic Money Managers Securities Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,30,430.0,12900.0,2025-09-07T14:59:59.631419
2025-09-07,15,2025090705017257,BHDC,Nagarik Stock Dealer ,Nagarik Stock Dealer ,500,585.0,292500.0,2025-09-07T14:59:59.405372
2025-09-07,16,2025090705017256,BHDC,Nagarik Stock Dealer ,Naasa Securities Co. Ltd.,200,585.0,117000.0,2025-09-07T14:59:59.405276
2025-09-07,17,2025090705017255,BHDC,Nagarik Stock Dealer ,Bhrikuti Stock Broking Co. Pvt. Ltd.,10,585.0,5850.0,2025-09-07T14:59:59.405195
