Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-08-27,1,2025082704015862,SHEL,Nepal Stock House (PVT) Ltd.,Trishakti Securities Public Limited,300,318.2,95460.0,2025-08-27T14:59:59.988519
2025-08-27,2,2025082704015861,SHEL,Nepal Stock House (PVT) Ltd.,South Asian Bulls Pvt. Ltd.,50,318.2,15910.0,2025-08-27T14:59:59.98805
2025-08-27,3,2025082705029099,TAMOR,Deevyaa Securities & Stock House Pvt. Ltd,Online Securities Pvt. Ltd.,500,518.3,259150.0,2025-08-27T14:59:59.951796
2025-08-27,4,2025082701013128,SNLI,Sani Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,16,479.5,7672.0,2025-08-27T14:59:59.905106
2025-08-27,5,2025082705029098,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Miyo Securities Pvt Ltd,67,636.9,42672.3,2025-08-27T14:59:59.689762
2025-08-27,6,2025082705029097,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Vision Securities Pvt. Ltd,100,636.9,63690.0,2025-08-27T14:59:59.689732
2025-08-27,7,2025082705029096,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Arun Securities (PVT) Ltd.,100,636.9,63690.0,2025-08-27T14:59:59.689688
2025-08-27,8,2025082705029095,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Naasa Securities Co. Ltd.,46,636.5,29279.0,2025-08-27T14:59:59.689634
2025-08-27,9,2025082705029094,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Kohinoor Investment & Securities Pvt. Ltd.,67,636.5,42645.5,2025-08-27T14:59:59.689608
2025-08-27,10,2025082705029093,SHIVM,SHUBHAKAMANA SECURITIES PVT. LTD,Investment Management Nepal Pvt. Ltd.,120,635.0,76200.0,2025-08-27T14:59:59.689546
2025-08-27,11,2025082703014439,VLBS,Market Securities & Exchange (PVT) Ltd.,Vision Securities Pvt. Ltd,10,824.0,8240.0,2025-08-27T14:59:59.68095
2025-08-27,12,2025082701013127,GMLI,Linch Stock Market Ltd.,Vision Securities Pvt. Ltd,100,2160.0,216000.0,2025-08-27T14:59:59.679113
2025-08-27,13,2025082704015860,AKPL,Vision Securities Pvt. Ltd,Premier Securities Company Ltd.,10,269.9,2699.0,2025-08-27T14:59:59.675471
2025-08-27,14,2025082704015859,AKPL,Vision Securities Pvt. Ltd,Linch Stock Market Ltd.,500,269.0,134500.0,2025-08-27T14:59:59.653309
2025-08-27,15,2025082701013126,MBL,Trisul Securities & Invt. Ltd.,Midas Stock Broking Company Private Limited,2,250.0,500.0,2025-08-27T14:59:59.647892
2025-08-27,16,2025082705029092,HIDCL,Trishakti Securities Public Limited,Primo Securities (PVT) Ltd.,370,295.0,109150.0,2025-08-27T14:59:59.642683
2025-08-27,17,2025082705029091,HIDCL,Trishakti Securities Public Limited,Naasa Securities Co. Ltd.,130,295.0,38350.0,2025-08-27T14:59:59.642326
2025-08-27,18,2025082703014438,CBBL,Oxford Securities Pvt. Ltd.,Trishakti Securities Public Limited,50,1080.0,54000.0,2025-08-27T14:59:59.639756
2025-08-27,19,2025082703014437,PMLI,Linch Stock Market Ltd.,Linch Stock Market Ltd.,3,505.0,1515.0,2025-08-27T14:59:59.611074
2025-08-27,20,2025082701013125,NABIL,Trishakti Securities Public Limited,Sewa Securities Pvt. Ltd.,100,533.5,53350.0,2025-08-27T14:59:59.511857
2025-08-27,21,2025082701013124,SRLI,Sewa Securities Pvt. Ltd.,Midas Stock Broking Company Private Limited,12,408.0,4896.0,2025-08-27T14:59:59.50685
2025-08-27,22,2025082705029090,RNLI,Dakshinkali Investment & Securities Pvt. Ltd.,Siprabi Securities Pvt. Ltd.,20,490.0,9800.0,2025-08-27T14:59:59.427609
2025-08-27,23,2025082704015858,SJCL,Nepal Stock House (PVT) Ltd.,Sani Securities Company Ltd.,20,305.8,6116.0,2025-08-27T14:59:59.402254
2025-08-27,24,2025082705029089,NIFRA,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Nepal Stock House (PVT) Ltd.,10,288.3,2883.0,2025-08-27T14:59:59.385443
2025-08-27,25,2025082703014436,USLB,Miyo Securities Pvt Ltd,Creative Securities Pvt Ltd,10,2239.8,22398.0,2025-08-27T14:59:59.373848
2025-08-27,26,2025082701013123,TTL,Siprabi Securities Pvt. Ltd.,Premier Securities Company Ltd.,10,888.0,8880.0,2025-08-27T14:59:59.361354
2025-08-27,27,2025082705029088,NRIC,Premier Securities Company Ltd.,KALASH STOCK MARKET PVT. LTD.,10,1731.0,17310.0,2025-08-27T14:59:59.358105
2025-08-27,28,2025082705029087,BHL,Sani Securities Company Ltd.,Investment Management Nepal Pvt. Ltd.,200,199.7,39940.0,2025-08-27T14:59:59.318651
