Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-08-17,1,2025081705033103,SONA,Malla & Malla Stock Broking Company Pvt. Limited,Investment Management Nepal Pvt. Ltd.,300,457.0,137100.0,2025-08-17T14:59:59.980191
2025-08-17,2,2025081705033102,SAHAS,Trishakti Securities Public Limited,Midas Stock Broking Company Private Limited,75,636.1,47707.5,2025-08-17T14:59:59.954021
2025-08-17,3,2025081705033101,SAHAS,Naasa Securities Co. Ltd.,Midas Stock Broking Company Private Limited,25,636.1,15902.5,2025-08-17T14:59:59.953661
2025-08-17,4,2025081705033100,ENL,Midas Stock Broking Company Private Limited,Aryatara Investment & Securities,65,1058.9,68828.5,2025-08-17T14:59:59.916748
2025-08-17,5,2025081705033099,ENL,Midas Stock Broking Company Private Limited,Kumari Securities Private Limited,50,1052.0,52600.0,2025-08-17T14:59:59.916628
2025-08-17,6,2025081703014339,HLBSL,Nepal Investment And Securities Trading Private Limited,Pragyan Securities (PVT) Ltd.,1,976.0,976.0,2025-08-17T14:59:59.852211
2025-08-17,7,2025081701020861,SANIMA,Sani Securities Company Ltd.,Nepal Stock House (PVT) Ltd.,25,366.0,9150.0,2025-08-17T14:59:59.791525
2025-08-17,8,2025081701020860,SANIMA,Midas Stock Broking Company Private Limited,Nepal Stock House (PVT) Ltd.,100,366.0,36600.0,2025-08-17T14:59:59.791282
2025-08-17,9,2025081705033098,CIT,Nepal Investment And Securities Trading Private Limited,Beni Securities Pvt.Ltd.,195,1932.0,376740.0,2025-08-17T14:59:59.714489
2025-08-17,10,2025081705033097,CIT,Himalayan Securities Limited,Beni Securities Pvt.Ltd.,10,1932.1,19321.0,2025-08-17T14:59:59.714449
2025-08-17,11,2025081705033096,CIT,South Asian Bulls Pvt. Ltd.,Beni Securities Pvt.Ltd.,15,1932.1,28981.5,2025-08-17T14:59:59.714412
2025-08-17,12,2025081705033095,CIT,J.F. Securites (PVT) Ltd.,Beni Securities Pvt.Ltd.,40,1933.0,77320.0,2025-08-17T14:59:59.714373
2025-08-17,13,2025081705033094,CIT,Sani Securities Company Ltd.,Beni Securities Pvt.Ltd.,10,1933.0,19330.0,2025-08-17T14:59:59.714345
2025-08-17,14,2025081705033093,CIT,Kumari Securities Private Limited,Beni Securities Pvt.Ltd.,100,1933.0,193300.0,2025-08-17T14:59:59.714303
2025-08-17,15,2025081705033092,CIT,ABC Securities Private Limited,Beni Securities Pvt.Ltd.,239,1933.0,461987.0,2025-08-17T14:59:59.714254
2025-08-17,16,2025081705033091,RNLI,Dynamic Money Managers Securities Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,12,477.0,5724.0,2025-08-17T14:59:59.707551
2025-08-17,17,2025081705033090,RNLI,Dynamic Money Managers Securities Pvt. Ltd.,Nepal Investment And Securities Trading Private Limited,38,477.0,18126.0,2025-08-17T14:59:59.70748
2025-08-17,18,2025081705033089,RAWA,Agrawal Securities (PVT) Ltd.,Vision Securities Pvt. Ltd,10,778.0,7780.0,2025-08-17T14:59:59.686017
2025-08-17,19,2025081705033088,RAWA,Agrawal Securities (PVT) Ltd.,Neev Securities Pvt. Ltd.,10,775.0,7750.0,2025-08-17T14:59:59.685982
2025-08-17,20,2025081705033087,RAWA,Agrawal Securities (PVT) Ltd.,Sweta Securities Private Limited,20,772.0,15440.0,2025-08-17T14:59:59.685938
2025-08-17,21,2025081701020859,CREST,Sri Hari Securities Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,13,1251.1,16264.3,2025-08-17T14:59:59.658698
2025-08-17,22,2025081701020858,CREST,ABC Securities Private Limited,Agrawal Securities (PVT) Ltd.,10,1251.3,12513.0,2025-08-17T14:59:59.658603
2025-08-17,23,2025081701020857,CREST,K.B.L. Securities Limited ,Agrawal Securities (PVT) Ltd.,127,1251.3,158915.1,2025-08-17T14:59:59.658507
2025-08-17,24,2025081701020856,CREST,Siprabi Securities Pvt. Ltd.,Agrawal Securities (PVT) Ltd.,10,1251.4,12514.0,2025-08-17T14:59:59.658394
2025-08-17,25,2025081701020855,CREST,Vision Securities Pvt. Ltd,Agrawal Securities (PVT) Ltd.,30,1251.4,37542.0,2025-08-17T14:59:59.658298
2025-08-17,26,2025081701020854,CREST,Trisul Securities & Invt. Ltd.,Agrawal Securities (PVT) Ltd.,10,1251.5,12515.0,2025-08-17T14:59:59.658073
2025-08-17,27,2025081705033086,UHEWA,Sani Securities Company Ltd.,Thrive Brokerage House Pvt. Ltd,20,612.0,12240.0,2025-08-17T14:59:59.646715
2025-08-17,28,2025081705033085,UHEWA,Sundhara Securities Limited,Thrive Brokerage House Pvt. Ltd,10,612.0,6120.0,2025-08-17T14:59:59.646674
2025-08-17,29,2025081705033084,UHEWA,Swarna Laxmi Securities Pvt. Ltd.,Thrive Brokerage House Pvt. Ltd,70,615.0,43050.0,2025-08-17T14:59:59.646596
2025-08-17,30,2025081703014338,ILBS,Sewa Securities Pvt. Ltd.,Capital Max Securities Ltd,84,1211.0,101724.0,2025-08-17T14:59:59.620263
2025-08-17,31,2025081703014337,ILBS,Sewa Securities Pvt. Ltd.,Aryatara Investment & Securities,16,1211.0,19376.0,2025-08-17T14:59:59.620224
2025-08-17,32,2025081701020853,HBL,Sani Securities Company Ltd.,Creative Securities Pvt Ltd,200,213.4,42680.0,2025-08-17T14:59:59.599667
2025-08-17,33,2025081701020852,RSY,Capital Max Securities Ltd,Vision Securities Pvt. Ltd,1000,9.48,9480.0,2025-08-17T14:59:59.536247
2025-08-17,34,2025081704018366,RADHI,Premier Securities Company Ltd.,Agrawal Securities (PVT) Ltd.,100,772.9,77290.0,2025-08-17T14:59:59.472736
2025-08-17,35,2025081705033083,HRL,Imperial Securities Company Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,137,1006.2,137849.4,2025-08-17T14:59:59.231644
2025-08-17,36,2025081705033082,HRL,Vision Securities Pvt. Ltd,Kohinoor Investment & Securities Pvt. Ltd.,36,1006.2,36223.2,2025-08-17T14:59:59.230675
2025-08-17,37,2025081705033081,SHIVM,Miyo Securities Pvt Ltd,Online Securities Pvt. Ltd.,533,620.0,330460.0,2025-08-17T14:59:59.098917
2025-08-17,38,2025081705033080,SHIVM,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Online Securities Pvt. Ltd.,800,620.1,496080.0,2025-08-17T14:59:59.09871
2025-08-17,39,2025081705033079,SHIVM,Investment Management Nepal Pvt. Ltd.,Online Securities Pvt. Ltd.,17,620.1,10541.7,2025-08-17T14:59:59.098496
2025-08-17,40,2025081705033078,SHIVM,Online Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,50,620.2,31010.0,2025-08-17T14:59:59.098007
