Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-09-04,1,2025090403009391,NFS,pahiinvestment,Sumeru Securities Pvt. Ltd.,28,640.0,17920.0,2025-09-04T14:59:59.89278
2025-09-04,2,2025090404017045,RBCL,Nagarik Stock Dealer ,Sumeru Securities Pvt. Ltd.,10,16140.0,161400.0,2025-09-04T14:59:59.791637
2025-09-04,3,2025090404017044,UNHPL,Agrawal Securities (PVT) Ltd.,Thrive Brokerage House Pvt. Ltd,10,434.0,4340.0,2025-09-04T14:59:59.641341
2025-09-04,4,2025090403009390,RSDC,Sewa Securities Pvt. Ltd.,Capital Max Securities Ltd,100,680.0,68000.0,2025-09-04T14:59:59.638519
2025-09-04,5,2025090404017043,AHPC,Sagarmatha Securities Private Limited,Creative Securities Pvt Ltd,205,284.0,58220.0,2025-09-04T14:59:59.63148
2025-09-04,6,2025090404017042,LEC,Trishakti Securities Public Limited,Roadshow securities limited,2910,220.0,640200.0,2025-09-04T14:59:59.616151
2025-09-04,7,2025090404017041,LEC,Agrawal Securities (PVT) Ltd.,Roadshow securities limited,90,220.1,19809.0,2025-09-04T14:59:59.616049
2025-09-04,8,2025090401021957,PURE,Naasa Securities Co. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,50,809.0,40450.0,2025-09-04T14:59:59.529075
2025-09-04,9,2025090405020631,NRIC,N.I.M.B. Stock Markets Limited,Oxford Securities Pvt. Ltd.,10,1669.9,16699.0,2025-09-04T14:59:59.502205
2025-09-04,10,2025090405020630,MSHL,Nepal Investment And Securities Trading Private Limited,Sumeru Securities Pvt. Ltd.,250,900.2,225050.0,2025-09-04T14:59:59.482493
2025-09-04,11,2025090405020629,MSHL,Premier Securities Company Ltd.,Sumeru Securities Pvt. Ltd.,50,901.0,45050.0,2025-09-04T14:59:59.482412
2025-09-04,12,2025090403009389,SAPDBL,Ashutosh Brokerage & Securities (PVT) Ltd.,Vision Securities Pvt. Ltd,10,787.0,7870.0,2025-09-04T14:59:59.469726
2025-09-04,13,2025090404017040,CGH,Imperial Securities Company Pvt. Ltd.,Aryatara Investment & Securities,30,1010.0,30300.0,2025-09-04T14:59:59.416703
