Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-08-31,1,2025083103011405,HLI,Malla & Malla Stock Broking Company Pvt. Limited,Sani Securities Company Ltd.,392,401.0,157192.0,2025-08-31T14:59:59.87768
2025-08-31,2,2025083103011404,HLI,Online Securities Pvt. Ltd.,Sani Securities Company Ltd.,100,401.1,40110.0,2025-08-31T14:59:59.877426
2025-08-31,3,2025083104015328,CHL,Nepal Investment And Securities Trading Private Limited,Oxford Securities Pvt. Ltd.,500,266.0,133000.0,2025-08-31T14:59:59.852287
2025-08-31,4,2025083105024679,HRL,Sweta Securities Private Limited,Aryatara Investment & Securities,30,1009.0,30270.0,2025-08-31T14:59:59.572366
2025-08-31,5,2025083104015327,BARUN,Naasa Securities Co. Ltd.,Himalayan Brokerage Company Limited,1000,351.1,351100.0,2025-08-31T14:59:59.535914
2025-08-31,6,2025083105024678,SMJC,Sweta Securities Private Limited,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,10,553.0,5530.0,2025-08-31T14:59:59.465914
2025-08-31,7,2025083103011403,ALBSL,Nepal Investment And Securities Trading Private Limited,Aryatara Investment & Securities,197,1059.9,208800.3,2025-08-31T14:59:59.464452
2025-08-31,8,2025083103011402,ALBSL,Nepal Investment And Securities Trading Private Limited,Naasa Securities Co. Ltd.,58,1059.8,61468.4,2025-08-31T14:59:59.464353
2025-08-31,9,2025083103011401,ALBSL,Nepal Investment And Securities Trading Private Limited,Aryatara Investment & Securities,20,1059.0,21180.0,2025-08-31T14:59:59.464254
2025-08-31,10,2025083103011400,ALBSL,Nepal Investment And Securities Trading Private Limited,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,50,1059.0,52950.0,2025-08-31T14:59:59.464181
2025-08-31,11,2025083103011399,ALBSL,Nepal Investment And Securities Trading Private Limited,Bhrikuti Stock Broking Co. Pvt. Ltd.,34,1059.0,36006.0,2025-08-31T14:59:59.464094
2025-08-31,12,2025083103011398,ALBSL,Nepal Investment And Securities Trading Private Limited,KALASH STOCK MARKET PVT. LTD.,11,1059.0,11649.0,2025-08-31T14:59:59.463892
2025-08-31,13,2025083101045762,NIMB,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Linch Stock Market Ltd.,10,207.5,2075.0,2025-08-31T14:59:59.463438
2025-08-31,14,2025083103011397,SINDU,Shree Krishna Securities Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,30,738.1,22143.0,2025-08-31T14:59:59.461301
2025-08-31,15,2025083101045761,PRVU,Nepal Stock House (PVT) Ltd.,Premier Securities Company Ltd.,490,209.5,102655.0,2025-08-31T14:59:59.449714
2025-08-31,16,2025083101045760,PRVU,Magnet Securities and Investment Company Private Limited,Premier Securities Company Ltd.,100,209.6,20960.0,2025-08-31T14:59:59.449682
2025-08-31,17,2025083101045759,PRVU,Aryatara Investment & Securities,Premier Securities Company Ltd.,225,210.0,47250.0,2025-08-31T14:59:59.449634
2025-08-31,18,2025083101045758,PRVU,Premier Securities Company Ltd.,Premier Securities Company Ltd.,100,210.0,21000.0,2025-08-31T14:59:59.449614
2025-08-31,19,2025083101045757,PRVU,Secured Securities Ltd.,Premier Securities Company Ltd.,50,210.0,10500.0,2025-08-31T14:59:59.449591
2025-08-31,20,2025083101045756,PRVU,Arun Securities (PVT) Ltd.,Premier Securities Company Ltd.,35,210.0,7350.0,2025-08-31T14:59:59.449547
2025-08-31,21,2025083101045755,HBL,Sri Hari Securities Pvt. Ltd.,Siprabi Securities Pvt. Ltd.,10,206.8,2068.0,2025-08-31T14:59:59.399134
2025-08-31,22,2025083105024677,NRIC,Himalayan Brokerage Company Limited,Magnet Securities and Investment Company Private Limited,78,1655.0,129090.0,2025-08-31T14:59:59.363344
2025-08-31,23,2025083105024676,NRIC,Sumeru Securities Pvt. Ltd.,Magnet Securities and Investment Company Private Limited,20,1655.0,33100.0,2025-08-31T14:59:59.362987
2025-08-31,24,2025083105024675,NRIC,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Magnet Securities and Investment Company Private Limited,100,1655.0,165500.0,2025-08-31T14:59:59.362654
2025-08-31,25,2025083105024674,NRIC,Capital Max Securities Ltd,Magnet Securities and Investment Company Private Limited,100,1655.0,165500.0,2025-08-31T14:59:59.362251
2025-08-31,26,2025083105024673,NRIC,Vision Securities Pvt. Ltd,Magnet Securities and Investment Company Private Limited,500,1656.0,828000.0,2025-08-31T14:59:59.361889
