Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-09-03,1,2025090305017104,HATHY,Kumari Securities Private Limited,Naasa Securities Co. Ltd.,10,1072.1,10721.0,2025-09-03T14:59:59.953287
2025-09-03,2,2025090301026670,HIDCLP,Naasa Securities Co. Ltd.,Siprabi Securities Pvt. Ltd.,10,201.2,2012.0,2025-09-03T14:59:59.875966
2025-09-03,3,2025090304016327,RADHI,Online Securities Pvt. Ltd.,Malla & Malla Stock Broking Company Pvt. Limited,290,752.0,218080.0,2025-09-03T14:59:59.847352
2025-09-03,4,2025090305017103,GCIL,Swarna Laxmi Securities Pvt. Ltd.,Aryatara Investment & Securities,50,485.0,24250.0,2025-09-03T14:59:59.838499
2025-09-03,5,2025090305017102,TSHL,Aryatara Investment & Securities,Oxford Securities Pvt. Ltd.,10,810.0,8100.0,2025-09-03T14:59:59.833105
2025-09-03,6,2025090305017101,SHIVM,Sweta Securities Private Limited,Dynamic Money Managers Securities Pvt. Ltd.,30,594.9,17847.0,2025-09-03T14:59:59.756343
2025-09-03,7,2025090304016326,UNHPL,Prabhu Stock Market Limited,Imperial Securities Company Pvt. Ltd.,300,432.0,129600.0,2025-09-03T14:59:59.687548
2025-09-03,8,2025090301026669,KBL,Kohinoor Investment & Securities Pvt. Ltd.,Asian Securities Private Ltd.,5,198.4,992.0,2025-09-03T14:59:59.629868
2025-09-03,9,2025090305017100,UHEWA,Arun Securities (PVT) Ltd.,Oxford Securities Pvt. Ltd.,450,575.1,258795.0,2025-09-03T14:59:59.628704
2025-09-03,10,2025090305017099,UHEWA,Vision Securities Pvt. Ltd,Oxford Securities Pvt. Ltd.,50,575.2,28760.0,2025-09-03T14:59:59.628612
2025-09-03,11,2025090305017098,NRIC,Cristal Kanchanjanga Securites Pvt. Ltd.,Linch Stock Market Ltd.,80,1666.0,133280.0,2025-09-03T14:59:59.621299
2025-09-03,12,2025090305017097,NRIC,Cristal Kanchanjanga Securites Pvt. Ltd.,Asian Securities Private Ltd.,100,1665.0,166500.0,2025-09-03T14:59:59.621243
2025-09-03,13,2025090305017096,NRIC,Cristal Kanchanjanga Securites Pvt. Ltd.,ABC Securities Private Limited,680,1665.0,1132200.0,2025-09-03T14:59:59.62121
2025-09-03,14,2025090305017095,NRIC,Cristal Kanchanjanga Securites Pvt. Ltd.,Capital Max Securities Ltd,140,1664.0,232960.0,2025-09-03T14:59:59.621146
2025-09-03,15,2025090301026668,SCB,Opal Securities Investment (PVT) Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,300,654.0,196200.0,2025-09-03T14:59:59.617716
2025-09-03,16,2025090304016325,MEN,Primo Securities (PVT) Ltd.,Opal Securities Investment (PVT) Ltd.,190,620.0,117800.0,2025-09-03T14:59:59.566125
2025-09-03,17,2025090304016324,MEN,Primo Securities (PVT) Ltd.,Trishakti Securities Public Limited,10,620.0,6200.0,2025-09-03T14:59:59.565803
2025-09-03,18,2025090305017094,MSHL,Naasa Securities Co. Ltd.,Secured Securities Ltd.,367,901.2,330740.4,2025-09-03T14:59:59.498648
2025-09-03,19,2025090305017093,BHDC,Naasa Securities Co. Ltd.,Arun Securities (PVT) Ltd.,200,552.0,110400.0,2025-09-03T14:59:59.403057
2025-09-03,20,2025090301026667,MBL,Shree Krishna Securities Ltd.,Sani Securities Company Ltd.,187,251.1,46955.7,2025-09-03T14:59:59.366187
2025-09-03,21,2025090304016323,NGPL,Online Securities Pvt. Ltd.,Opal Securities Investment (PVT) Ltd.,100,392.0,39200.0,2025-09-03T14:59:59.317537
2025-09-03,22,2025090301026666,HBL,Kohinoor Investment & Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,10,202.6,2026.0,2025-09-03T14:59:59.300052
2025-09-03,23,2025090304016322,BARUN,Ashutosh Brokerage & Securities (PVT) Ltd.,Dynamic Money Managers Securities Pvt. Ltd.,642,333.5,214107.0,2025-09-03T14:59:59.282619
2025-09-03,24,2025090304016321,BARUN,Cristal Kanchanjanga Securites Pvt. Ltd.,Dynamic Money Managers Securities Pvt. Ltd.,50,333.6,16680.0,2025-09-03T14:59:59.282572
2025-09-03,25,2025090304016320,BARUN,Asian Securities Private Ltd.,Dynamic Money Managers Securities Pvt. Ltd.,10,334.0,3340.0,2025-09-03T14:59:59.282513
2025-09-03,26,2025090304016319,BARUN,N.I.M.B. Stock Markets Limited,Dynamic Money Managers Securities Pvt. Ltd.,298,334.0,99532.0,2025-09-03T14:59:59.282343
2025-09-03,27,2025090303008493,SAPDBL,ABC Securities Private Limited,Online Securities Pvt. Ltd.,100,809.0,80900.0,2025-09-03T14:59:59.244519
2025-09-03,28,2025090301026665,CREST,Sagarmatha Securities Private Limited,Kumari Securities Private Limited,10,1170.0,11700.0,2025-09-03T14:59:59.197239
2025-09-03,29,2025090301026664,CREST,Sagarmatha Securities Private Limited,Sundhara Securities Limited,85,1170.0,99450.0,2025-09-03T14:59:59.197169
2025-09-03,30,2025090301026663,CREST,Sagarmatha Securities Private Limited,Naasa Securities Co. Ltd.,10,1169.0,11690.0,2025-09-03T14:59:59.197094
2025-09-03,31,2025090301026662,CREST,Sagarmatha Securities Private Limited,Online Securities Pvt. Ltd.,10,1169.0,11690.0,2025-09-03T14:59:59.196915
2025-09-03,32,2025090305017092,HATHY,Kumari Securities Private Limited,Linch Stock Market Ltd.,20,1072.1,21442.0,2025-09-03T14:59:59.127781
2025-09-03,33,2025090304016318,UNHPL,Prabhu Stock Market Limited,Vision Securities Pvt. Ltd,50,432.0,21600.0,2025-09-03T14:59:59.11684
2025-09-03,34,2025090304016317,UMRH,Shree Krishna Securities Ltd.,Vision Securities Pvt. Ltd,260,587.2,152672.0,2025-09-03T14:59:59.112266
2025-09-03,35,2025090304016316,SHPC,Infinity Securities Limited,Trishakti Securities Public Limited,150,547.0,82050.0,2025-09-03T14:59:59.06974
2025-09-03,36,2025090303008492,JFL,Trishakti Securities Public Limited,Sundhara Securities Limited,121,445.0,53845.0,2025-09-03T14:59:58.922004
2025-09-03,37,2025090303008491,JFL,Online Securities Pvt. Ltd.,Sundhara Securities Limited,55,445.0,24475.0,2025-09-03T14:59:58.921977
2025-09-03,38,2025090303008490,JFL,Opal Securities Investment (PVT) Ltd.,Sundhara Securities Limited,10,445.0,4450.0,2025-09-03T14:59:58.921942
2025-09-03,39,2025090303008489,JFL,Nepal Stock House (PVT) Ltd.,Sundhara Securities Limited,100,445.0,44500.0,2025-09-03T14:59:58.921905
2025-09-03,40,2025090303008488,JFL,ABC Securities Private Limited,Sundhara Securities Limited,134,445.0,59630.0,2025-09-03T14:59:58.921866
2025-09-03,41,2025090303008487,JFL,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Sundhara Securities Limited,80,446.0,35680.0,2025-09-03T14:59:58.921816
2025-09-03,42,2025090301026661,HBL,Sri Hari Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,10,202.9,2029.0,2025-09-03T14:59:58.891475
2025-09-03,43,2025090301026660,HBL,Sri Hari Securities Pvt. Ltd.,Sri Hari Securities Pvt. Ltd.,10,202.9,2029.0,2025-09-03T14:59:58.88934
2025-09-03,44,2025090305017091,SHIVM,Aryatara Investment & Securities,Online Securities Pvt. Ltd.,40,594.0,23760.0,2025-09-03T14:59:58.833679
2025-09-03,45,2025090305017090,PPL,Online Securities Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,51,307.0,15657.0,2025-09-03T14:59:58.831689
2025-09-03,46,2025090305017089,SONA,Agrawal Securities (PVT) Ltd.,Aryatara Investment & Securities,10,446.2,4462.0,2025-09-03T14:59:58.821989
2025-09-03,47,2025090301026659,HBL,Kohinoor Investment & Securities Pvt. Ltd.,Aryatara Investment & Securities,10,202.6,2026.0,2025-09-03T14:59:58.819481
2025-09-03,48,2025090303008486,MFIL,Kohinoor Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,100,670.0,67000.0,2025-09-03T14:59:58.614089
2025-09-03,49,2025090303008485,MFIL,Kohinoor Investment & Securities Pvt. Ltd.,J.F. Securites (PVT) Ltd.,200,670.0,134000.0,2025-09-03T14:59:58.614032
2025-09-03,50,2025090303008484,MFIL,Kohinoor Investment & Securities Pvt. Ltd.,Himalayan Brokerage Company Limited,83,670.0,55610.0,2025-09-03T14:59:58.613962
2025-09-03,51,2025090303008483,MFIL,Kohinoor Investment & Securities Pvt. Ltd.,Imperial Securities Company Pvt. Ltd.,25,666.0,16650.0,2025-09-03T14:59:58.613837
2025-09-03,52,2025090301026658,HBL,Kohinoor Investment & Securities Pvt. Ltd.,J.F. Securites (PVT) Ltd.,10,202.6,2026.0,2025-09-03T14:59:58.604104
2025-09-03,53,2025090304016315,BPCL,Midas Stock Broking Company Private Limited,Global IME Securities Limited,200,800.0,160000.0,2025-09-03T14:59:58.560707
2025-09-03,54,2025090301026657,SBL,Swarna Laxmi Securities Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,100,380.0,38000.0,2025-09-03T14:59:58.492288
2025-09-03,55,2025090301026656,SBL,Shree Krishna Securities Ltd.,South Asian Bulls Pvt. Ltd.,100,380.0,38000.0,2025-09-03T14:59:58.492189
2025-09-03,56,2025090301026655,SBL,Imperial Securities Company Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,100,380.0,38000.0,2025-09-03T14:59:58.492092
2025-09-03,57,2025090301026654,SBL,Opal Securities Investment (PVT) Ltd.,South Asian Bulls Pvt. Ltd.,13,380.0,4940.0,2025-09-03T14:59:58.491986
2025-09-03,58,2025090301026653,SBL,Sumeru Securities Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,100,380.1,38010.0,2025-09-03T14:59:58.491889
2025-09-03,59,2025090301026652,SBL,Opal Securities Investment (PVT) Ltd.,South Asian Bulls Pvt. Ltd.,1239,380.1,470943.9,2025-09-03T14:59:58.491792
2025-09-03,60,2025090301026651,SBL,Cristal Kanchanjanga Securites Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,100,380.2,38020.0,2025-09-03T14:59:58.491694
2025-09-03,61,2025090301026650,SBL,Sumeru Securities Pvt. Ltd.,South Asian Bulls Pvt. Ltd.,100,380.2,38020.0,2025-09-03T14:59:58.49159
2025-09-03,62,2025090301026649,SBL,Vision Securities Pvt. Ltd,South Asian Bulls Pvt. Ltd.,30,380.3,11409.0,2025-09-03T14:59:58.491366
2025-09-03,63,2025090301026648,EBL,Cristal Kanchanjanga Securites Pvt. Ltd.,Sajilo Broker Limited,50,749.5,37475.0,2025-09-03T14:59:58.476335
2025-09-03,64,2025090305017088,USHL,Premier Securities Company Ltd.,Sani Securities Company Ltd.,100,751.1,75110.0,2025-09-03T14:59:58.352963
2025-09-03,65,2025090303008482,RLFL,Sani Securities Company Ltd.,Sani Securities Company Ltd.,9,455.3,4097.7,2025-09-03T14:59:58.34961
2025-09-03,66,2025090305017087,ENL,R.B.B. Securities Company Ltd,Sani Securities Company Ltd.,13,995.0,12935.0,2025-09-03T14:59:58.346373
2025-09-03,67,2025090305017086,ENL,Imperial Securities Company Pvt. Ltd.,Sani Securities Company Ltd.,50,995.0,49750.0,2025-09-03T14:59:58.346307
2025-09-03,68,2025090305017085,ENL,Ashutosh Brokerage & Securities (PVT) Ltd.,Sani Securities Company Ltd.,20,996.0,19920.0,2025-09-03T14:59:58.346175
2025-09-03,69,2025090305017084,HIDCL,Shree Krishna Securities Ltd.,N.M.B. SECURITIES LIMITED,200,280.5,56100.0,2025-09-03T14:59:58.320417
2025-09-03,70,2025090304016314,UNHPL,ABC Securities Private Limited,Primo Securities (PVT) Ltd.,10,432.4,4324.0,2025-09-03T14:59:58.23173
2025-09-03,71,2025090304016313,AHPC,Miyo Securities Pvt Ltd,Dakshinkali Investment & Securities Pvt. Ltd.,20,285.0,5700.0,2025-09-03T14:59:58.196935
2025-09-03,72,2025090301026647,PRSF,Vision Securities Pvt. Ltd,Sri Hari Securities Pvt. Ltd.,500,10.51,5255.0,2025-09-03T14:59:58.098664
2025-09-03,73,2025090301026646,AVYAN,KALASH STOCK MARKET PVT. LTD.,Trishakti Securities Public Limited,10,985.1,9851.0,2025-09-03T14:59:57.999862
2025-09-03,74,2025090301026645,AVYAN,Premier Securities Company Ltd.,Trishakti Securities Public Limited,90,986.0,88740.0,2025-09-03T14:59:57.999763
2025-09-03,75,2025090305017083,ENL,Ashutosh Brokerage & Securities (PVT) Ltd.,Sani Securities Company Ltd.,10,995.5,9955.0,2025-09-03T14:59:57.993357
2025-09-03,76,2025090304016312,PPCL,Sundhara Securities Limited,Linch Stock Market Ltd.,158,322.0,50876.0,2025-09-03T14:59:57.914213
2025-09-03,77,2025090301026644,DLBS,Trisul Securities & Invt. Ltd.,Sundhara Securities Limited,12,1430.0,17160.0,2025-09-03T14:59:57.912271
2025-09-03,78,2025090305017082,CIT,Sewa Securities Pvt. Ltd.,Siprabi Securities Pvt. Ltd.,10,1912.0,19120.0,2025-09-03T14:59:57.865762
2025-09-03,79,2025090304016311,NGPL,Online Securities Pvt. Ltd.,Aryatara Investment & Securities,500,392.0,196000.0,2025-09-03T14:59:57.732955
2025-09-03,80,2025090303008481,RLFL,Sweta Securities Private Limited,Imperial Securities Company Pvt. Ltd.,80,460.5,36840.0,2025-09-03T14:59:57.642181
2025-09-03,81,2025090305017081,BNHC,Premier Securities Company Ltd.,Imperial Securities Company Pvt. Ltd.,30,490.0,14700.0,2025-09-03T14:59:57.639505
2025-09-03,82,2025090305017080,NRN,MILKY WAY SHARE BROKER COMPANY LTD ,N.M.B. SECURITIES LIMITED,1500,2090.0,3135000.0,2025-09-03T14:59:57.61469
2025-09-03,83,2025090304016310,LEC,Nepal Stock House (PVT) Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,100,219.0,21900.0,2025-09-03T14:59:57.605879
2025-09-03,84,2025090304016309,LEC,Vision Securities Pvt. Ltd,Kohinoor Investment & Securities Pvt. Ltd.,50,219.0,10950.0,2025-09-03T14:59:57.605749
2025-09-03,85,2025090304016308,LEC,Online Securities Pvt. Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,50,219.0,10950.0,2025-09-03T14:59:57.605623
2025-09-03,86,2025090304016307,LEC,Vision Securities Pvt. Ltd,Kohinoor Investment & Securities Pvt. Ltd.,50,219.0,10950.0,2025-09-03T14:59:57.605481
2025-09-03,87,2025090304016306,LEC,Secured Securities Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,217,219.0,47523.0,2025-09-03T14:59:57.605175
2025-09-03,88,2025090304016305,SGIC,Asian Securities Private Ltd.,Sani Securities Company Ltd.,10,552.0,5520.0,2025-09-03T14:59:57.596993
2025-09-03,89,2025090303008480,FMDBL,Naasa Securities Co. Ltd.,Asian Securities Private Ltd.,75,842.0,63150.0,2025-09-03T14:59:57.595008
2025-09-03,90,2025090303008479,KSBBL,Kohinoor Investment & Securities Pvt. Ltd.,MILKY WAY SHARE BROKER COMPANY LTD ,20,535.0,10700.0,2025-09-03T14:59:57.594116
2025-09-03,91,2025090304016304,NHDL,Cristal Kanchanjanga Securites Pvt. Ltd.,R.B.B. Securities Company Ltd,100,690.3,69030.0,2025-09-03T14:59:57.545428
2025-09-03,92,2025090305017079,NRM,Naasa Securities Co. Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,10,461.0,4610.0,2025-09-03T14:59:57.537523
2025-09-03,93,2025090305017078,RHGCL,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Imperial Securities Company Pvt. Ltd.,100,269.0,26900.0,2025-09-03T14:59:57.528024
2025-09-03,94,2025090303008478,SFCL,Capital Max Securities Ltd,Kumari Securities Private Limited,10,429.0,4290.0,2025-09-03T14:59:57.497503
2025-09-03,95,2025090304016303,UNHPL,South Asian Bulls Pvt. Ltd.,Primo Securities (PVT) Ltd.,255,432.4,110262.0,2025-09-03T14:59:57.480366
2025-09-03,96,2025090304016302,UNHPL,South Asian Bulls Pvt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,500,432.3,216150.0,2025-09-03T14:59:57.480183
2025-09-03,97,2025090304016301,UNHPL,South Asian Bulls Pvt. Ltd.,Secured Securities Ltd.,128,432.3,55334.4,2025-09-03T14:59:57.480016
2025-09-03,98,2025090304016300,UNHPL,South Asian Bulls Pvt. Ltd.,Secured Securities Ltd.,117,432.3,50579.1,2025-09-03T14:59:57.479671
2025-09-03,99,2025090305017077,NRIC,South Asian Bulls Pvt. Ltd.,Capital Max Securities Ltd,20,1664.0,33280.0,2025-09-03T14:59:57.476124
2025-09-03,100,2025090304016299,UMHL,Capital Max Securities Ltd,Dynamic Money Managers Securities Pvt. Ltd.,925,577.9,534557.5,2025-09-03T14:59:57.456796
2025-09-03,101,2025090304016298,UMHL,Capital Max Securities Ltd,Trishakti Securities Public Limited,75,577.9,43342.5,2025-09-03T14:59:57.45675
2025-09-03,102,2025090304016297,UMHL,Capital Max Securities Ltd,Trishakti Securities Public Limited,700,577.9,404530.0,2025-09-03T14:59:57.453416
2025-09-03,103,2025090304016296,UMHL,Capital Max Securities Ltd,Property Wiard Limited,200,577.5,115500.0,2025-09-03T14:59:57.453327
2025-09-03,104,2025090304016295,UMHL,Capital Max Securities Ltd,Trisul Securities & Invt. Ltd.,100,577.4,57740.0,2025-09-03T14:59:57.453149
2025-09-03,105,2025090301026643,NABIL,Agrawal Securities (PVT) Ltd.,INDEX SECURITIES LIMITED,953,521.0,496513.0,2025-09-03T14:59:57.437048
2025-09-03,106,2025090301026642,NABIL,Agrawal Securities (PVT) Ltd.,Kumari Securities Private Limited,80,520.9,41672.0,2025-09-03T14:59:57.436677
