Date,S.N.,Contract ID,Symbol,Buyer Broker,Seller Broker,Quantity,Rate,Amount,Trade Time
2025-08-26,1,2025082604008933,TRH,Kohinoor Investment & Securities Pvt. Ltd.,Sani Securities Company Ltd.,31,956.0,29636.0,2025-08-26T15:00:00.005247
2025-08-26,2,2025082604008932,TRH,Kohinoor Investment & Securities Pvt. Ltd.,Sweta Securities Private Limited,50,955.0,47750.0,2025-08-26T15:00:00.005143
2025-08-26,3,2025082603008911,CORBL,Creative Securities Pvt Ltd,Imperial Securities Company Pvt. Ltd.,10,1907.0,19070.0,2025-08-26T15:00:00.003248
2025-08-26,4,2025082605016540,SMJC,Vision Securities Pvt. Ltd,Imperial Securities Company Pvt. Ltd.,100,568.5,56850.0,2025-08-26T14:59:59.997248
2025-08-26,5,2025082604008931,DHPL,Agrawal Securities (PVT) Ltd.,Infinity Securities Limited,10,313.0,3130.0,2025-08-26T14:59:59.943239
2025-08-26,6,2025082605016539,BBC,Imperial Securities Company Pvt. Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,10,5312.0,53120.0,2025-08-26T14:59:59.882724
2025-08-26,7,2025082605016538,NIFRA,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Trishakti Securities Public Limited,48,278.1,13348.8,2025-08-26T14:59:59.87984
2025-08-26,8,2025082605016537,NRIC,Nabil Stock Dealer Ltd.,Thrive Brokerage House Pvt. Ltd,10,1686.2,16862.0,2025-08-26T14:59:59.872562
2025-08-26,9,2025082605016536,NRIC,Nabil Stock Dealer Ltd.,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,10,1686.2,16862.0,2025-08-26T14:59:59.872492
2025-08-26,10,2025082605016535,BHDC,Sri Hari Securities Pvt. Ltd.,Online Securities Pvt. Ltd.,25,575.1,14377.5,2025-08-26T14:59:59.675276
2025-08-26,11,2025082603008910,LBBL,Online Securities Pvt. Ltd.,Ashutosh Brokerage & Securities (PVT) Ltd.,500,549.9,274950.0,2025-08-26T14:59:59.670601
2025-08-26,12,2025082604008930,KPCL,Naasa Securities Co. Ltd.,Trishakti Securities Public Limited,143,585.0,83655.0,2025-08-26T14:59:59.625033
2025-08-26,13,2025082605016534,SHIVM,Naasa Securities Co. Ltd.,Linch Stock Market Ltd.,100,609.9,60990.0,2025-08-26T14:59:59.606337
2025-08-26,14,2025082604008929,PPCL,Bhrikuti Stock Broking Co. Pvt. Ltd.,Trishakti Securities Public Limited,700,337.0,235900.0,2025-08-26T14:59:59.60164
2025-08-26,15,2025082605016533,NRM,Trishakti Securities Public Limited,Nagarik Stock Dealer ,10,560.0,5600.0,2025-08-26T14:59:59.597977
2025-08-26,16,2025082605016532,SPL,MILKY WAY SHARE BROKER COMPANY LTD ,Sundhara Securities Limited,74,945.0,69930.0,2025-08-26T14:59:59.575707
2025-08-26,17,2025082605016531,SPL,SUN SECURITIES PVT LTD,Sundhara Securities Limited,10,945.0,9450.0,2025-08-26T14:59:59.575672
2025-08-26,18,2025082605016530,NRM,Linch Stock Market Ltd.,Nagarik Stock Dealer ,10,560.0,5600.0,2025-08-26T14:59:59.570345
2025-08-26,19,2025082603008909,ICFC,Sri Hari Securities Pvt. Ltd.,Citizens Share Broker Limited,200,675.3,135060.0,2025-08-26T14:59:59.51192
2025-08-26,20,2025082605016529,HATHY,Naasa Securities Co. Ltd.,Nepal Stock House (PVT) Ltd.,190,1241.9,235961.0,2025-08-26T14:59:59.498202
2025-08-26,21,2025082605016528,CHDC,SHUBHAKAMANA SECURITIES PVT. LTD,Trisul Securities & Invt. Ltd.,10,2559.9,25599.0,2025-08-26T14:59:59.45262
2025-08-26,22,2025082605016527,EHPL,Naasa Securities Co. Ltd.,Vision Securities Pvt. Ltd,10,589.0,5890.0,2025-08-26T14:59:59.322424
2025-08-26,23,2025082604008928,UPCL,Naasa Securities Co. Ltd.,Market Securities & Exchange (PVT) Ltd.,200,388.0,77600.0,2025-08-26T14:59:59.309602
2025-08-26,24,2025082604008927,UPCL,Naasa Securities Co. Ltd.,Naasa Securities Co. Ltd.,100,388.0,38800.0,2025-08-26T14:59:59.309372
2025-08-26,25,2025082603008908,NFS,Bhrikuti Stock Broking Co. Pvt. Ltd.,Vision Securities Pvt. Ltd,298,674.5,201001.0,2025-08-26T14:59:59.301813
2025-08-26,26,2025082603008907,NFS,Vision Securities Pvt. Ltd,Vision Securities Pvt. Ltd,42,675.0,28350.0,2025-08-26T14:59:59.301528
2025-08-26,27,2025082601010732,TTL,Sri Hari Securities Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,120,882.0,105840.0,2025-08-26T14:59:59.268557
2025-08-26,28,2025082603008906,MLBL,Sani Securities Company Ltd.,Sri Hari Securities Pvt. Ltd.,100,394.5,39450.0,2025-08-26T14:59:59.265393
2025-08-26,29,2025082601010731,BNT,Sani Securities Company Ltd.,Kohinoor Investment & Securities Pvt. Ltd.,10,12000.0,120000.0,2025-08-26T14:59:59.262036
2025-08-26,30,2025082605016526,BNHC,Himalayan Brokerage Company Limited,Deevyaa Securities & Stock House Pvt. Ltd,10,517.0,5170.0,2025-08-26T14:59:59.230415
2025-08-26,31,2025082605016525,HRL,Trisul Securities & Invt. Ltd.,Cristal Kanchanjanga Securites Pvt. Ltd.,100,1012.0,101200.0,2025-08-26T14:59:59.219188
2025-08-26,32,2025082605016524,BHL,Aryatara Investment & Securities,Aryatara Investment & Securities,500,199.0,99500.0,2025-08-26T14:59:59.176935
2025-08-26,33,2025082603008905,SKBBL,Midas Stock Broking Company Private Limited,Thrive Brokerage House Pvt. Ltd,34,947.0,32198.0,2025-08-26T14:59:59.165492
2025-08-26,34,2025082603008904,SKBBL,Midas Stock Broking Company Private Limited,Neev Securities Pvt. Ltd.,66,946.0,62436.0,2025-08-26T14:59:59.1652
2025-08-26,35,2025082605016523,NRIC,Bhrikuti Stock Broking Co. Pvt. Ltd.,Sewa Securities Pvt. Ltd.,15,1686.1,25291.5,2025-08-26T14:59:59.031743
2025-08-26,36,2025082604008926,UMHL,Trishakti Securities Public Limited,Creative Securities Pvt Ltd,100,575.1,57510.0,2025-08-26T14:59:58.992677
2025-08-26,37,2025082605016522,RAWA,Agrawal Securities (PVT) Ltd.,Naasa Securities Co. Ltd.,10,755.0,7550.0,2025-08-26T14:59:58.931123
2025-08-26,38,2025082605016521,NRN,Premier Securities Company Ltd.,Sri Hari Securities Pvt. Ltd.,10,2130.0,21300.0,2025-08-26T14:59:58.921992
2025-08-26,39,2025082603008903,ILBS,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,SHUBHAKAMANA SECURITIES PVT. LTD,10,1258.9,12589.0,2025-08-26T14:59:58.843857
2025-08-26,40,2025082605016520,TSHL,Market Securities & Exchange (PVT) Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,10,828.0,8280.0,2025-08-26T14:59:58.805249
2025-08-26,41,2025082605016519,DOLTI,Nagarik Stock Dealer ,Capital Max Securities Ltd,25,577.0,14425.0,2025-08-26T14:59:58.741973
2025-08-26,42,2025082605016518,DOLTI,Imperial Securities Company Pvt. Ltd.,Capital Max Securities Ltd,200,577.0,115400.0,2025-08-26T14:59:58.741807
2025-08-26,43,2025082605016517,DOLTI,Online Securities Pvt. Ltd.,Capital Max Securities Ltd,10,579.9,5799.0,2025-08-26T14:59:58.74164
2025-08-26,44,2025082603008902,GILB,Nepal Investment And Securities Trading Private Limited,Naasa Securities Co. Ltd.,17,1315.0,22355.0,2025-08-26T14:59:58.711114
2025-08-26,45,2025082604008925,RIDI,Cristal Kanchanjanga Securites Pvt. Ltd.,Asian Securities Private Ltd.,50,246.0,12300.0,2025-08-26T14:59:58.693538
2025-08-26,46,2025082605016516,GVL,Naasa Securities Co. Ltd.,Trishakti Securities Public Limited,54,537.5,29025.0,2025-08-26T14:59:58.580457
2025-08-26,47,2025082605016515,GVL,Naasa Securities Co. Ltd.,Trishakti Securities Public Limited,489,537.5,262837.5,2025-08-26T14:59:58.580193
2025-08-26,48,2025082605016514,GVL,Garima Securities Limited,Trishakti Securities Public Limited,89,537.6,47846.4,2025-08-26T14:59:58.579899
2025-08-26,49,2025082604008924,NLG,Capital Max Securities Ltd,Opal Securities Investment (PVT) Ltd.,25,804.0,20100.0,2025-08-26T14:59:58.579694
2025-08-26,50,2025082605016513,GVL,Sagarmatha Securities Private Limited,Trishakti Securities Public Limited,200,537.7,107540.0,2025-08-26T14:59:58.579638
2025-08-26,51,2025082605016512,GVL,Primo Securities (PVT) Ltd.,Trishakti Securities Public Limited,400,537.7,215080.0,2025-08-26T14:59:58.579163
2025-08-26,52,2025082603008901,SADBL,Linch Stock Market Ltd.,Capital Hub P. Ltd,50,433.6,21680.0,2025-08-26T14:59:58.557359
2025-08-26,53,2025082605016511,SMATA,Arun Securities (PVT) Ltd.,KALASH STOCK MARKET PVT. LTD.,10,876.0,8760.0,2025-08-26T14:59:58.535592
2025-08-26,54,2025082603008900,GLBSL,Oxford Securities Pvt. Ltd.,Linch Stock Market Ltd.,10,2200.0,22000.0,2025-08-26T14:59:58.459286
2025-08-26,55,2025082605016510,NRN,SHUBHAKAMANA SECURITIES PVT. LTD,Sri Hari Securities Pvt. Ltd.,10,2130.0,21300.0,2025-08-26T14:59:58.445212
2025-08-26,56,2025082605016509,MEHL,South Asian Bulls Pvt. Ltd.,Sajilo Broker Limited,10,450.0,4500.0,2025-08-26T14:59:58.395992
2025-08-26,57,2025082605016508,MEHL,South Asian Bulls Pvt. Ltd.,Secured Securities Ltd.,50,449.7,22485.0,2025-08-26T14:59:58.395721
2025-08-26,58,2025082605016507,USHEC,Vision Securities Pvt. Ltd,Oxford Securities Pvt. Ltd.,46,462.2,21261.2,2025-08-26T14:59:58.2932
2025-08-26,59,2025082605016506,USHEC,Vision Securities Pvt. Ltd,Opal Securities Investment (PVT) Ltd.,142,462.2,65632.4,2025-08-26T14:59:58.293005
2025-08-26,60,2025082605016505,USHEC,Vision Securities Pvt. Ltd,Pragyan Securities (PVT) Ltd.,712,462.2,329086.4,2025-08-26T14:59:58.292749
2025-08-26,61,2025082603008899,NMLBBL,Aryatara Investment & Securities,Sani Securities Company Ltd.,33,689.9,22766.7,2025-08-26T14:59:58.251504
2025-08-26,62,2025082601010730,MKCL,Dakshinkali Investment & Securities Pvt. Ltd.,Naasa Securities Co. Ltd.,20,1620.0,32400.0,2025-08-26T14:59:58.244576
2025-08-26,63,2025082604008923,RURU,Thrive Brokerage House Pvt. Ltd,Aryatara Investment & Securities,7,740.0,5180.0,2025-08-26T14:59:58.243337
2025-08-26,64,2025082604008922,RURU,Thrive Brokerage House Pvt. Ltd,Dakshinkali Investment & Securities Pvt. Ltd.,43,740.0,31820.0,2025-08-26T14:59:58.242932
2025-08-26,65,2025082604008921,RURU,Dakshinkali Investment & Securities Pvt. Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,128,740.0,94720.0,2025-08-26T14:59:58.242772
2025-08-26,66,2025082604008920,RURU,Arun Securities (PVT) Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,645,740.1,477364.5,2025-08-26T14:59:58.242612
2025-08-26,67,2025082604008919,RURU,Linch Stock Market Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,64,740.1,47366.4,2025-08-26T14:59:58.242484
2025-08-26,68,2025082604008918,RURU,Sani Securities Company Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,30,740.2,22206.0,2025-08-26T14:59:58.242366
2025-08-26,69,2025082604008917,RURU,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Dakshinkali Investment & Securities Pvt. Ltd.,20,741.0,14820.0,2025-08-26T14:59:58.24217
2025-08-26,70,2025082601010729,CREST,Nepal Investment And Securities Trading Private Limited,Trisul Securities & Invt. Ltd.,20,1183.1,23662.0,2025-08-26T14:59:58.212656
2025-08-26,71,2025082601010728,CREST,Linch Stock Market Ltd.,Trisul Securities & Invt. Ltd.,30,1183.2,35496.0,2025-08-26T14:59:58.212584
2025-08-26,72,2025082601010727,CREST,Dipshikha Dhitopatra Karobar Co. Pvt Ltd.,Trisul Securities & Invt. Ltd.,50,1186.0,59300.0,2025-08-26T14:59:58.212303
